2018-04-20 19:49:35,b'RT @BeckysKillinIt: #SignsYoureInMyHometown You just better have a pass when you cross that bridge.. Welcome to Brooklyn! https://t.co/DxbE\xe2\x80\xa6',London
2018-04-20 19:49:35,b'You have second thoughts about driving into Tijuana #SignsYoureInMyHometown',London
2018-04-20 19:49:35,b'RT @ricosuave60: #SignsYoureInMyHometown You might run into my father buying cigarettes. He went to get them 33 years ago.',London
2018-04-20 19:49:33,b'RT @ErinBode: #SignsYoureInMyHometown\n\nYou see the best zoo in the country!! https://t.co/j79wMe04fK',London
2018-04-20 19:49:30,b'RT @jswilliams1962: There\xe2\x80\x99s rednecks everywhere \n\n#SignsYoureInMyHometown',London
2018-04-20 19:49:27,b'RT @dishs_up: You\xe2\x80\x99re celebrating asparagus #SignsYoureInMyHometown https://t.co/Upk7CygDPf',London
2018-04-20 19:49:24,b'RT @Royal_RannaAnna: You can get \xe2\x80\x9cstuck\xe2\x80\x9d behind a tractor while driving. #SignsYoureInMyHometown',London
2018-04-20 19:49:23,"b""RT @HappyHourTags: You'll find the Best. Damn. Barbecue. Anywhere. #SignsYoureInMyHometown https://t.co/ZFLnNUhGuG""",London
2018-04-20 19:49:20,"b' #SignsYoureInMyHometown You invariably end up pronouncing every street name incorrectly, as evidenced by strangers constantly correcting yo\xe2\x80\xa6 https://t.co/R1QcAFM7xK'",London
2018-04-20 19:49:18,b'RT @TheScottfather: #SignsYoureInMyHometown You see toilet paper rolled everywhere downtown after a big game win from Auburn. https://t.co/\xe2\x80\xa6',London
2018-04-20 19:49:18,b'12-14 year old kids are drinking beer  #SignsYoureInMyHometown',London
2018-04-20 19:49:16,b'#SignsYoureInMyHometown Comic Con insanity in mid July!\nPeople are in costumes all around the city. No hotel rooms\xe2\x80\xa6 https://t.co/5j6HKEPJcu',London
2018-04-20 19:49:15,b'RT @AT_Jenni321: #SignsYoureInMyHometown\nWhen you watch this\xf0\x9f\x98\x8a https://t.co/cGtw0qBxlm',London
2018-04-20 19:49:14,"b""You're in New Hampshire, but you see more Mass plates than NH ones. #SignsYoureInMyHometown""",London
2018-04-20 19:49:11,b'RT @Ladyfish666: #SignsYoureInMyHometown The people are wicked smaht. https://t.co/VKLvGIJLMJ',London
2018-04-20 19:49:09,b'RT @Cattereia: There are a lot of Australian politicians. #SignsYoureInMyHometown',London
2018-04-20 19:49:09,"b""We're all smiles. #signsyoureinmyhometown https://t.co/OXMShenqeB""",London
2018-04-20 19:49:07,"b""RT @JMoney731: You're on the Boardwalk and you don't owe rent!\n#SignsYoureInMyHometown https://t.co/RusRK8xbwN""",London
2018-04-20 19:49:06,"b'#SignsYoureInMyHometown\n\nWith a few rubs, all your wishes can come true! https://t.co/PauH1J92hW'",London
2018-04-20 19:49:05,"b'People who ""read good"" are still considered squirrelly.  #SignsYoureInMyHometown'",London
2018-04-20 19:49:01,"b""RT @Splashysashy: #SignsYoureInMyHometown I'm saying nothing....\nWell, it is rude to talk with your mouth full \xf0\x9f\x98\x89 \xf0\x9f\x98\x98 https://t.co/LxezioUpHi""",London
2018-04-20 19:48:59,"b""You're fucking retarded\n #SignsYoureInMyHometown""",London
2018-04-20 19:48:56,"b""RT @hanley_amber: #SignsYoureInMyHometown \n\nYou're bored as fuck!\n\nSo you pack your shit and move to twitter, where it's poppin!""",London
2018-04-20 19:48:53,b'#SignsYoureInMyHometown Everyone else in Canada hates us. https://t.co/8CR9uBYisH',London
2018-04-20 19:48:50,"b'You feel the color gray and if you have a tan, yeah it comes right off. #SignsYoureInMyHometown'",London
2018-04-20 19:48:47,b'#SignsYoureInMyHometown\nThe pigeons fly upside down cos there nothing worth shitting on.',London
2018-04-20 19:48:43,b'When you know everyone on the flight coming in #SignsYoureInMyHometown',London
2018-04-20 19:48:40,b'RT @_lola_bee: You can see the stars at night\n#SignsYoureInMyHometown',London
2018-04-20 19:48:37,"b""#SignsYoureInMyHometown Our best restaurant burned to the ground and it's still our best restaurant.""",London
2018-04-20 19:48:36,"b""RT @HappyHourTags: You'll find the Best. Damn. Barbecue. Anywhere. #SignsYoureInMyHometown https://t.co/ZFLnNUhGuG""",London
2018-04-20 19:48:34,"b""#SignsYoureInMyHometown\n\nThe old pickup you're following doesn't use his turn signal. \n\nHe knows that you know he's turning at the corner.""",London
2018-04-20 19:48:33,"b'The phrase, \xe2\x80\x9cWe\xe2\x80\x99re not racists, but...\xe2\x80\x9d should be on the welcome sign on the way into town.  #SignsYoureInMyHometown'",London
2018-04-20 19:48:33,"b""RT @tweetsbyeddie: It's crowded AF \n#SignsYoureInMyHometown""",London
2018-04-20 19:48:32,"b'RT @JessicaRoyce101: You see Heather Locklear ""acting up"" again. \n#SignsYoureInMyHometown'",London
2018-04-20 19:48:32,b'Some crazy guy threatens to fight you but won\xe2\x80\x99t leave his stoop. #SignsYoureInMyHometown',London
2018-04-20 19:48:30,"b""RT @Moon_River05: #SignsYoureInMyHometown\nYou can see my family...I'm close to the front...can you find me\xf0\x9f\x98\x92 https://t.co/aqA85aDysX""",London
2018-04-20 19:48:30,"b""RT @DaSkrambledEgg: You're looking for other towns to go to #SignsYoureInMyHometown""",London
2018-04-20 19:48:27,"b""#SignsYoureInMyHometown people say 'Tara a bit' instead of goodbye \xf0\x9f\x91\x90 #BlackCountry""",London
2018-04-20 19:48:27,b'RT @_lola_bee: The only traffic jam is a tractor on the road\n#SignsYoureInMyHometown',London
2018-04-20 19:48:27,b'RT @HelenMaryMe: #SignsYoureInMyHometown\n\nThe Bronx Bombers are in town so traffic on the Deegan is nightmare https://t.co/xL0YqxzbyR',London
2018-04-20 19:48:26,"b'RT @SadlyCatless: Everything is within walking distance, but people drive everywhere anyway. #SignsYoureInMyHometown'",London
2018-04-20 19:48:24,b'RT @LievensATweet: You see me in your bedroom window at night. #SignsYoureInMyHometown',London
2018-04-20 19:48:23,b'RT @SadlyCatless: Squirrels run the place  #SignsYoureInMyHometown https://t.co/8bgmn6FXNl',London
2018-04-20 19:48:23,"b'RT @lisamarie1222: #SignsYoureInMyHometown\nYou ""might"" see Eminem! \xf0\x9f\x99\x8c\n#ComericaParkConcert https://t.co/d0kPzaI4k3'",London
2018-04-20 19:48:22,"b'RT @8873422: Placed ""dibs"" chairs in a street-parking place you shoveled out. \n\n#SignsYoureInMyHometown https://t.co/NBj5UGgMUw'",London
2018-04-20 19:48:21,b'RT @mwgfla: #SignsYoureInMyHometown\nWelcome... https://t.co/aVsIu77Nbm',London
2018-04-20 19:48:20,"b""RT @RachelPGWeiss: There's Mexican Food everywhere. #SignsYoureInMyHometown""",London
2018-04-20 19:48:19,b'#SignsYoureInMyHometown no matter what professional Sports teams home your in you will just have to look up to see\xe2\x80\xa6 https://t.co/7ZDAeCGvKL',London
2018-04-20 19:48:19,b'#SignsYoureInMyHometown\n\nCats are our overlords. https://t.co/Xt24Bl2nRb',London
2018-04-20 19:48:19,b'You can\xe2\x80\x99t tell anyone where you are because you can\xe2\x80\x99t spell it or pronounce it.  #SignsYoureInMyHometown https://t.co/hUa7379vkd',London
2018-04-20 19:48:17,b'RT @stlsaint: Friendly faces aren\xe2\x80\x99t so friendly..neither are the signs #SignsYoureInMyHometown https://t.co/cs8wXtZByV',London
2018-04-20 19:48:17,b'RT @just4hashtags: You definitely can spot the out of towners #SignsYoureInMyHometown https://t.co/iatseKgXxJ',London
2018-04-20 19:48:12,b'RT @prieststeven: #SignsYoureInMyHometown\nCriminal masterminds are at large https://t.co/nmxheTKSUE',London
2018-04-20 19:48:12,b'RT @CrookedAlli: Everybody\xe2\x80\x99s calling you darlin and the flower shop is also the tanning salon \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #SignsYoureInMyHometown',London
2018-04-20 19:48:12,b'RT @KeshaTedder: #SignsYoureInMyHometown You see me waving at you.',London
2018-04-20 19:48:10,"b'#SignsYoureInMyHometown\nYou take your seatbelt off, about 3 streets before yours!'",London
2018-04-20 19:48:10,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',London
2018-04-20 19:48:09,"b""#SignsYoureInMyHometown you'll see 1 horse!!""",London
2018-04-20 19:48:09,"b""Loads of beautiful beaches that no one's allowed to access. #SignsYoureInMyHometown https://t.co/sjeJPEQX5d""",London
2018-04-20 19:48:09,"b""RT @KattFunny: #SignsYoureInMyHometown\nYou'll know when yinz in Pittsburgh.""",London
2018-04-20 19:48:08,b'RT @FFWoody45: You\xe2\x80\x99ve jumped off bridges into crystal blue water #SignsYoureInMyHometown',London
2018-04-20 19:48:08,b'RT @THE_raggity_rag: Its the heart shaped place\n#SignsYoureInMyHometown https://t.co/PQjkSaTMUm',London
2018-04-20 19:48:04,b'RT @TristaSnyder32: #SignsYoureInMyHometown There is more cows than people.',London
2018-04-20 19:48:03,b'RT @tlcprincess: Poutine is everywhere #SignsYoureInMyHometown https://t.co/6T4XnBmeKs',London
2018-04-20 19:48:03,b'RT @Royal_RannaAnna: Everyoneknows your fucking name and insists on talking to you. #SignsYoureInMyHometown https://t.co/5Imm04Yotk',London
2018-04-20 19:48:01,b'#SignsYoureInMyHometown naked kids playing by the roadside getting excited at the sight of a vehicle. Waving and yelling bye bye bye',London
2018-04-20 19:48:00,b'RT @TristaSnyder32: #SignsYoureInMyHometown people come for the demo derby. https://t.co/fkbtcKKPeu',London
2018-04-20 19:47:59,b'RT @jswilliams1962: There\xe2\x80\x99s rednecks everywhere \n\n#SignsYoureInMyHometown',London
2018-04-20 19:47:57,b'#SignsYoureInMyHometown You see these signs everywhere \xf0\x9f\x98\x81 We\xe2\x80\x99re proud of our celebrities @MaryLynnRajskub https://t.co/xW2tHIOIpw',London
2018-04-20 19:47:56,b'RT @HashtagRoundup: Keep rocking #SignsYoureInMyHometown with @HappyHourTags hosted by @heyjacqui_ @mamabridgee @Moon_River05 @K_inberea83',London
2018-04-20 19:47:55,b'RT @bridgetdoran: Someone will always say it\xe2\x80\x99s \xe2\x80\x9cThe city that rhymes with fun\xe2\x80\x9d #SignsYoureInMyHometown',London
2018-04-20 19:47:53,"b'RT @CuteLazy_Panda: #SignsYoureInMyHometown\nAll of your ""local"" stuff is ""national"" stuff. https://t.co/eWqYkPVM7q'",London
2018-04-20 19:47:52,b'RT @swissmistress: You blinked and drove right past it #SignsYoureInMyHometown',London
2018-04-20 19:47:49,"b""RT @JMoney731: There's an elephant over your shoulder  \xf0\x9f\x90\x98\xf0\x9f\x90\x98\xf0\x9f\x90\x98\xf0\x9f\x90\x98\n#SignsYoureInMyHometown https://t.co/MTRQJocLpw""",London
2018-04-20 19:47:48,"b""RT @heyjacqui_: They've gone 49 years without a river fire. #SignsYoureInMyHometown https://t.co/vs6FW5B897""",London
2018-04-20 19:47:47,"b'Need to make a right turn, better signal 3 miles early..  #SignsYoureInMyHometown'",London
2018-04-20 19:47:46,b'RT @charley_ck14: I\xe2\x80\x99m nowhere to be found. #SignsYoureInMyHometown',London
2018-04-20 19:47:42,b'RT @jenny_irish86: #SignsYoureInMyHometown\n\nYou speak chiac and hang out at Tim Hortons',London
2018-04-20 19:47:42,"b'#SignsYoureInMyHometown tourist traps. But don\xe2\x80\x99t worry, I\xe2\x80\x99ll show you the local spots they don\xe2\x80\x99t tell you about on travel channel'",London
2018-04-20 19:47:42,b'RT @RachelJuly16: #SignsYoureInMyHometown \nEvery car has a swerving 90 year old in it. \xf0\x9f\x98\xa1',London
2018-04-20 19:47:39,b'RT @necnectutu_h: Half the population is at work the other half is trying to rob your house.\n#SignsYoureInMyHometown',London
2018-04-20 19:47:39,b'RT @ZarrarSalahPTI: #SignsYoureInMyHometown\nThe streets are filled with truly delicious food to eat...',London
2018-04-20 19:47:38,b'Having to wear fleeces...in August \xf0\x9f\x98\xa0 #SignsYoureInMyHometown',London
2018-04-20 19:47:37,b'RT @AT_Jenni321: #SignsYoureInMyHometown\nWhen you watch this\xf0\x9f\x98\x8a https://t.co/cGtw0qBxlm',London
2018-04-20 19:47:37,"b"" #SignsYoureInMyHometown *We say y'all \n*We have live music on every corner \n*We love sweet tea &amp; cornbread \n*The magnolias smell like heave\xe2\x80\xa6 https://t.co/1aREI1XZ7H""",London
2018-04-20 19:47:37,b'You pass 12 churches that share your faith before you arrive at your church. #SignsYoureInMyHometown',London
2018-04-20 19:47:36,b'RT @HappyHourTags: The kids act like animals.  #SignsYoureInMyHometown https://t.co/eBy3w47kzE',London
2018-04-20 19:47:35,b'RT @TristaSnyder32: #SignsYoureInMyHometown There is more cows than people.',London
2018-04-20 19:47:33,b'#SignsYoureInMyHometown \nChurches turned in mini markets',London
2018-04-20 19:47:33,b'RT @BadBoxArtMarc: All the white folks at Applebee\xe2\x80\x99s. #SignsYoureInMyHometown',London
2018-04-20 19:47:32,b'RT @CrookedAlli: Everybody\xe2\x80\x99s calling you darlin and the flower shop is also the tanning salon \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #SignsYoureInMyHometown',London
2018-04-20 19:47:30,"b'RT @lisamarie1222: #SignsYoureInMyHometown\nYou ""might"" see Eminem! \xf0\x9f\x99\x8c\n#ComericaParkConcert https://t.co/d0kPzaI4k3'",London
2018-04-20 19:47:29,b'RT @Moon_River05: #SignsYoureInMyHometown\nExhibit A https://t.co/Rs1z0cFu6b',London
2018-04-20 19:47:28,"b""RT @JMoney731: You're on the Boardwalk and you don't owe rent!\n#SignsYoureInMyHometown https://t.co/RusRK8xbwN""",London
2018-04-20 19:47:27,b'RT @SethFromThe716: Amazing architecture everywhere\n\n#SignsYoureInMyHometown https://t.co/jaFhNUq502',London
2018-04-20 19:47:25,b'RT @tlcprincess: Poutine is everywhere #SignsYoureInMyHometown https://t.co/6T4XnBmeKs',London
2018-04-20 19:47:24,b'#SignsYoureInMyHometown You have no car left for all the potholes and there are more people on social assistance th\xe2\x80\xa6 https://t.co/NsutIAsuMg',London
2018-04-20 19:47:24,"b""RT @TeriannMann: #SignsYoureInMyHometown\nThere's  this \xf0\x9f\x91\x87 https://t.co/kN9sc7VoAx""",London
2018-04-20 19:47:23,"b""RT @CollinMurr: You're regretting every decision you've made in life as you desperately seek an exit. #SignsYoureInMyHometown""",London
2018-04-20 19:47:22,b' #SignsYoureInMyHometown RT @heyjacqui_: Parents have to carefully check their kids Halloween goodies in case someone tries to slip Browns tickets in their bag. #Si\xe2\x80\xa6',London
2018-04-20 19:47:22,"b""RT @lisamarie1222: #SignsYoureInMyHometown\nBy the shiny &amp; new, Little Caesar's Arena https://t.co/miwKZdinx1""",London
2018-04-20 19:47:21,b'RT @SethFromThe716: Amazing architecture everywhere\n\n#SignsYoureInMyHometown https://t.co/jaFhNUq502',London
2018-04-20 19:47:21,"b""RT @chellemybell22: #SignsYoureInMyHometown\nYou feel like you're in hell its so hot https://t.co/hVNLrXdDdA""",London
2018-04-20 19:47:19,b'RT @stlsaint: Friendly faces aren\xe2\x80\x99t so friendly..neither are the signs #SignsYoureInMyHometown https://t.co/cs8wXtZByV',London
2018-04-20 19:47:19,"b""RT @BardotPosey: #SignsYoureInMyHometown you're almost positive you took a wrong turn.""",London
2018-04-20 19:47:18,b'#SignsYoureInMyHometown you feel like puking',London
2018-04-20 19:47:17,b'RT @GretelSugar: Earl Grey looks down on everyone  #SignsYoureInMyHometown https://t.co/d7fiAESgrH',London
2018-04-20 19:47:16,b'RT @poundsmith2: You hear the word \xe2\x80\x9cuppity\xe2\x80\x9d  thrown around a little too comfortably. #SignsYoureInMyHometown',London
2018-04-20 19:47:15,"b'RT @SadlyCatless: Everything is within walking distance, but people drive everywhere anyway. #SignsYoureInMyHometown'",London
2018-04-20 19:47:15,b'RT @BeckysKillinIt: #SignsYoureInMyHometown You just better have a pass when you cross that bridge.. Welcome to Brooklyn! https://t.co/DxbE\xe2\x80\xa6',London
2018-04-20 19:47:14,"b""#SignsYoureInMyHometown you can't make it down the block without being flagged down""",London
2018-04-20 19:47:14,b'RT @sheLLbeLL_xo: Everyone thinks they are Rocky. Yo Adrian\n#SignsYoureInMyHometown https://t.co/Sjw8ZZBpUN',London
2018-04-20 19:47:14,"b'Corn, soybeans, and asshole drivers  #SignsYoureInMyHometown'",London
2018-04-20 19:47:13,b'RT @bridgetdoran: Someone will always say it\xe2\x80\x99s \xe2\x80\x9cThe city that rhymes with fun\xe2\x80\x9d #SignsYoureInMyHometown',London
2018-04-20 19:47:13,"b""RT @timvicious: #SignsYoureInMyHometown we don't eat at pats or genos we go to real cheesesteak shops not tourist attractions\nhttps://t.co/\xe2\x80\xa6""",London
2018-04-20 19:47:12,b'RT @ellisdeemarie: #SignsYoureInMyHometown You will see a DEAD END sign in front of a graveyard. I am not joking. https://t.co/HYcBLQbkeC',London
2018-04-20 19:47:12,b'RT @clark_gasm: You\xe2\x80\x99re using google maps to figure out how to get the hell out.  #SignsYoureInMyHometown',London
2018-04-20 19:47:11,b'RT @DustinG_86: You mostly see scenery &amp; not many businesses\n#SignsYoureInMyHometown',London
2018-04-20 19:47:10,b'#SignsYoureInMyHometown Yinzers everywhere',London
2018-04-20 19:47:10,b'Everything closes at 11 pm like a curfew. #SignsYoureInMyHometown',London
2018-04-20 19:47:09,b'A trip to the grocery store requires \xe2\x80\x9cOregon Trail\xe2\x80\x9d level of packing \n\n#SignsYoureInMyHometown',London
2018-04-20 19:47:06,b'RT @ZarrarSalahPTI: #SignsYoureInMyHometown\nThe streets are filled with truly delicious food to eat...',London
2018-04-20 19:47:05,b'RT @MrRaceBannon: Everyone apologizes to you #SignsYoureInMyHometown https://t.co/OuG9sgv7U1',London
2018-04-20 19:47:03,"b""You're looking at me right now.\n#SignsYoureInMyHometown""",London
2018-04-20 19:47:01,"b""RT @KattFunny: #SignsYoureInMyHometown\nIf you follow the actual rules of the road, you'll get honked at by angry motorists.""",London
2018-04-20 19:46:59,b'RT @KeshaTedder: #SignsYoureInMyHometown Everyone wears shorts and crocs throughout the year.',London
2018-04-20 19:46:57,b'#SignsYoureInMyHometown\nThe only thing you can think to do for fun is to visit the abandoned Kmart parking lot.',London
2018-04-20 19:46:57,b'#SignsYoureInMyHometown where I came from:  it makes up for its total provincial nature with its sanctimoniousness and condescension.',London
2018-04-20 19:46:56,b'RT @charley_ck14: I\xe2\x80\x99m nowhere to be found. #SignsYoureInMyHometown',London
2018-04-20 19:46:56,"b""RT @DaSkrambledEgg: You're looking for other towns to go to #SignsYoureInMyHometown""",London
2018-04-20 19:46:54,b'RT @Moon_River05: #SignsYoureInMyHometown\nExhibit A https://t.co/Rs1z0cFu6b',London
2018-04-20 19:46:54,b'You can see the Rockies!! #SignsYoureInMyHometown https://t.co/YglZWMEakx',London
2018-04-20 19:46:53,b'RT @_lola_bee: The only traffic jam is a tractor on the road\n#SignsYoureInMyHometown',London
2018-04-20 19:46:52,"b'There are dogs sitting next to you in their own chair at restaurants, which I\xe2\x80\x99m totally ok with. #LosAngeles  #SignsYoureInMyHometown'",London
2018-04-20 19:46:52,b'RT @DustinG_86: You mostly see scenery &amp; not many businesses\n#SignsYoureInMyHometown',London
2018-04-20 19:46:51,"b' #SignsYoureInMyHometown You see my twin driving a diesel, unforgettable mountains, a star, annnnnnd a lady named Babs waking  an 18 year ol\xe2\x80\xa6 https://t.co/pLk24bYwBM'",London
2018-04-20 19:46:50,b'RT @sheLLbeLL_xo: Everyone thinks they are Rocky. Yo Adrian\n#SignsYoureInMyHometown https://t.co/Sjw8ZZBpUN',London
2018-04-20 19:46:50,b'RT @klf113: This guy is everywhere #SignsYoureInMyHometown https://t.co/qeHW7RydOj',London
2018-04-20 19:46:48,b'#SignsYoureInMyHometown\nOnly one surname... https://t.co/L9KgLsKBFH',London
2018-04-20 19:46:46,b'RT @Billie_Jean00: More cows than people. #SignsYoureInMyHometown',London
2018-04-20 19:46:46,b'RT @WonderKat365: #SignsYoureInMyHometown everyone is doing crazy hand gestures \xe2\x9d\xa4\xf0\x9f\x8c\xb0 https://t.co/hD4XBBckam',London
2018-04-20 19:46:45,b'RT @jimishbathia: Nobody gives indicators before turning \n#SignsYoureInMyHometown',London
2018-04-20 19:46:45,"b'#SignsYoureInMyHometown\nSalmon and most sea foods are abundant! Yummy crabs, oysters, mussels and clams'",London
2018-04-20 19:46:43,b'RT @viewfrommyoffic: #SignsYoureInMyHometown  It is still snow covered in April',London
2018-04-20 19:46:42,b'RT @GretelSugar: Earl Grey looks down on everyone  #SignsYoureInMyHometown https://t.co/d7fiAESgrH',London
2018-04-20 19:46:41,b'RT @kandee_kandee: #SignsYoureInMyHometown\nGiving directions based on what type of field you pass is totally acceptable.',London
2018-04-20 19:46:41,"b'#SignsYoureInMyHometown You have to wear shorts and a heavy coat, everybody is talking about Rick Pitino, and stran\xe2\x80\xa6 https://t.co/60QCtEoJXb'",London
2018-04-20 19:46:38,b'RT @Billie_Jean00: More cows than people. #SignsYoureInMyHometown',London
2018-04-20 19:46:35,"b""RT @KattFunny: #SignsYoureInMyHometown\nIf you follow the actual rules of the road, you'll get honked at by angry motorists.""",London
2018-04-20 19:46:34,b'#SignsYoureInMyHometown\nYou know what road this is https://t.co/CTCZwJw9mQ',London
2018-04-20 19:46:34,b'RT @jimishbathia: Nobody gives indicators before turning \n#SignsYoureInMyHometown',London
2018-04-20 19:46:33,b'RT @klf113: This guy is everywhere #SignsYoureInMyHometown https://t.co/qeHW7RydOj',London
2018-04-20 19:46:31,"b""RT @hanley_amber: #SignsYoureInMyHometown \n\nYou're bored as fuck!\n\nSo you pack your shit and move to twitter, where it's poppin!""",London
2018-04-20 19:46:31,b'Its the heart shaped place\n#SignsYoureInMyHometown https://t.co/PQjkSaTMUm',London
2018-04-20 19:46:31,b'RT @Limeylizzie: When you see the Samaritans phone on top of the cliffs.\n\n#SignsYoureInMyHometown https://t.co/919bjIqNBe',London
2018-04-20 19:46:30,"b'RT @HelenMaryMe: #SignsYoureInMyHometown\n\nYou get mugged when you stop to take a picture of the Empire State Building, but a passing Good S\xe2\x80\xa6'",London
2018-04-20 19:46:29,b'RT @WonderKat365: #SignsYoureInMyHometown everyone is doing crazy hand gestures \xe2\x9d\xa4\xf0\x9f\x8c\xb0 https://t.co/hD4XBBckam',London
2018-04-20 19:46:27,b'RT @VeldLot: When you bump into a parade last sunday of august. Those are  #SignsYoureInMyHometown https://t.co/LNoUXvaf9Q',London
2018-04-20 19:46:27,b'24 hr parties is one of the #SignsYoureInMyHometown https://t.co/bNbxRL3wSr',London
2018-04-20 19:46:27,b'RT @mamabridgee: #SignsYoureInMyHometown Alot of guys look like this. https://t.co/Mc5pcuVD28',London
2018-04-20 19:46:27,b'You ask me to pick you up from 1 of the 42 wineries  #SignsYoureInMyHometown https://t.co/kHuHPWseqT',London
2018-04-20 19:46:26,b'RT @viewfrommyoffic: #SignsYoureInMyHometown  It is still snow covered in April',London
2018-04-20 19:46:26,b' #SignsYoureInMyHometown RT @heyjacqui_: Parents have to carefully check their kids Halloween goodies in case someone tries to slip Browns tickets in their bag. #Si\xe2\x80\xa6',London
2018-04-20 19:46:23,b'RT @mamabridgee: #SignsYoureInMyHometown Alot of guys look like this. https://t.co/Mc5pcuVD28',London
2018-04-20 19:46:23,"b""RT @tweetsbyeddie: It's better than your hometown\n#SignsYoureInMyHometown https://t.co/7GGlDpNEoK""",London
2018-04-20 19:46:21,"b'RT @HelenMaryMe: #SignsYoureInMyHometown\n\nYou get mugged when you stop to take a picture of the Empire State Building, but a passing Good S\xe2\x80\xa6'",London
2018-04-20 19:46:19,b'RT @TimmyLittleSays: People...people everywhere #SignsYoureInMyHometown https://t.co/Mj8DB7MVUZ',London
2018-04-20 19:46:18,b'The trucks get bigger.  #signsyoureinmyhometown https://t.co/DcLOYbYN5Y',London
2018-04-20 19:46:18,b'RT @KeshaTedder: #SignsYoureInMyHometown You see me waving at you.',London
2018-04-20 19:46:17,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',London
2018-04-20 19:46:16,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',London
2018-04-20 19:46:15,"b""RT @heyjacqui_: LeBron James is a hometown hero. Except for the 4 years with the Heat but we won't talk about that. #SignsYoureInMyHometown\xe2\x80\xa6""",London
2018-04-20 19:46:13,"b""RT @RoeGhost: When you've driven past more farm tractors than cars\n#SignsYoureInMyHometown""",London
2018-04-20 19:46:13,"b""RT @RoeGhost: When you've driven past more farm tractors than cars\n#SignsYoureInMyHometown""",London
2018-04-20 19:46:12,b'#SignsYoureInMyHometown all electric posts will have posters of prof.sayyid mohammed from tanzania bragging about how he can cure anything.',London
2018-04-20 19:46:12,b'RT @Gashley_Kate: #SignsYoureInMyHometown you are pulling into a drive through daiquiri shop.',London
2018-04-20 19:46:11,"b"" #SignsYoureInMyHometown RT @HappyHourTags: See this gorgeous skyline? It's my hometown of Cleveland, OH. It's time for you to rep YOUR hometown and...\n\nPLAY: #Sign\xe2\x80\xa6""",London
2018-04-20 19:46:11,b'#SignsYoureInMyHometown parallel parking is an event/needed skill',London
2018-04-20 19:46:09,"b'#SignsYoureInMyHometown\n\nWherever you see a soiled, discarded neck brace in an alley. https://t.co/yuTa2Rb4uP'",London
2018-04-20 19:46:07,b'RT @sunkisseeddd: #SignsYoureInMyHometown\nThe view is breathtaking https://t.co/zeLkaPuML2',London
2018-04-20 19:46:07,b'RT @SethFromThe716: Amazing architecture everywhere\n\n#SignsYoureInMyHometown https://t.co/jaFhNUq502',London
2018-04-20 19:46:07,"b'#SignsYoureInMyHometown When you see the Golden Driller, the Praying Hands, @BOKCenter and @hansonmusic.'",London
2018-04-20 19:46:05,b'RT @clark_gasm: You\xe2\x80\x99re using google maps to figure out how to get the hell out.  #SignsYoureInMyHometown',London
2018-04-20 19:46:04,b'You can smell the aroma of freshly made potato chips #SignsYoureInMyHometown https://t.co/swDtV3cu14',London
2018-04-20 19:46:01,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',London
2018-04-20 19:46:00,b'RT @GoodCleanFunC1: If you hear banjos run like the wind!  #SignsYoureInMyHometown',London
2018-04-20 19:46:00,b'Goats are giving you the side eye  #SignsYoureInMyHometown',London
2018-04-20 19:45:58,"b'RT @SadlyCatless: Everything is within walking distance, but people drive everywhere anyway. #SignsYoureInMyHometown'",London
2018-04-20 19:45:55,b'You reach your pocket and there\xe2\x80\x99s no wallet \n\n#SignsYoureInMyHometown',London
2018-04-20 19:45:47,b'RT @fivefortweeting: #SignsYoureInMyHometown\n\nYou\xe2\x80\x99ll see this coming off the highway a Statue Of Strawberry\xe2\x80\x99s still to this day I don\xe2\x80\x99t kno\xe2\x80\xa6',London
2018-04-20 19:45:45,b'RT @WhackyWookiee: #SignsYoureInMyHometown\n\nYou Can Smell the Football Team from the Airport... https://t.co/BcG8IjDYKb',London
2018-04-20 19:45:37,b'RT @Rokingm: #SignsYoureInMyHometown busses pass by every 45 minutes and not every 10 like advertised.',London
2018-04-20 19:45:34,b'#SignsYoureInMyHometown\nMosquitoes threaten your life https://t.co/m4ACelHAiT',London
2018-04-20 19:45:31,b'#SignsYoureInMyHometown You just better have a pass when you cross that bridge.. Welcome to Brooklyn! https://t.co/DxbERYDsk2',London
2018-04-20 19:45:29,b'RT @skweatherall: We\xe2\x80\x99re home to the most fattening foodstuff on the planet.....  #Parmo #SignsYoureInMyHometown https://t.co/5UPXvMyoLq',London
2018-04-20 19:45:27,b'RT @laughingskull59: We respect authority...\n#SignsYoureInMyHometown https://t.co/X6W2bNLCBY',London
2018-04-20 19:45:26,b'RT @SadlyCatless: The cops are friendly to everyone #SignsYoureInMyHometown https://t.co/hkKurypwQw',London
